epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,1903.21,1.15054,1.87357,1.59288,0.30356,0.51408,0.43521,0.25381,1.17467,1.84994,1.83926,0.000312214,0.000312214,0.000312214
62,1933.52,1.14037,1.84588,1.57589,0.48182,0.44224,0.5009,0.31133,1.24078,1.64101,1.82732,0.000304601,0.000304601,0.000304601
63,1963.79,1.14439,1.86193,1.58046,0.46975,0.41285,0.46893,0.27148,1.30086,1.68449,1.94085,0.000296988,0.000296988,0.000296988
64,1993.79,1.12013,1.82763,1.56526,0.5434,0.38234,0.45247,0.28008,1.20427,1.6674,1.82178,0.000289375,0.000289375,0.000289375
65,2024.78,1.12729,1.82616,1.57796,0.5673,0.34924,0.45172,0.2703,1.18536,1.78494,1.81265,0.000281762,0.000281762,0.000281762
66,2055.94,1.11512,1.81501,1.56636,0.48765,0.39945,0.48775,0.29737,1.15083,1.71126,1.73882,0.000274148,0.000274148,0.000274148
67,2086.17,1.10691,1.76812,1.5574,0.42395,0.3193,0.41162,0.24912,1.16901,1.90588,1.73577,0.000266535,0.000266535,0.000266535
68,2116.53,1.11014,1.75273,1.54752,0.61921,0.38783,0.49618,0.2993,1.20397,1.62791,1.77117,0.000258922,0.000258922,0.000258922
69,2146.6,1.09425,1.75178,1.54405,0.51846,0.40085,0.47321,0.28776,1.16152,1.78957,1.77726,0.000251309,0.000251309,0.000251309
70,2178.13,1.12594,1.77348,1.55854,0.44987,0.42233,0.46852,0.28977,1.1566,1.76248,1.77027,0.000243696,0.000243696,0.000243696
71,2208.91,1.12065,1.77346,1.5429,0.3816,0.49189,0.46715,0.27886,1.12219,1.80003,1.70648,0.000236083,0.000236083,0.000236083
72,2238.99,1.08734,1.72127,1.5311,0.39257,0.38907,0.46678,0.28686,1.17104,1.88031,1.74509,0.00022847,0.00022847,0.00022847
73,2269.34,1.0786,1.7324,1.53551,0.45269,0.4596,0.47999,0.29218,1.1708,1.71221,1.74918,0.000220857,0.000220857,0.000220857
74,2299.53,1.08625,1.70516,1.52435,0.43752,0.50372,0.52495,0.31259,1.11896,1.69121,1.69498,0.000213244,0.000213244,0.000213244
75,2330.97,1.06737,1.69243,1.5219,0.5353,0.49101,0.54392,0.34587,1.09408,1.5693,1.70341,0.000205631,0.000205631,0.000205631
76,2361.6,1.06782,1.68081,1.5138,0.5292,0.4649,0.50125,0.30653,1.14751,1.66097,1.75658,0.000198018,0.000198018,0.000198018
77,2391.74,1.06621,1.68378,1.51401,0.41182,0.45712,0.47702,0.30027,1.11193,1.67428,1.81496,0.000190404,0.000190404,0.000190404
78,2421.78,1.08467,1.6611,1.52369,0.65982,0.37773,0.51886,0.3393,1.09432,1.53477,1.74634,0.000182791,0.000182791,0.000182791
79,2452.67,1.06993,1.65764,1.52665,0.46026,0.4758,0.52431,0.34132,1.07305,1.57225,1.73967,0.000175178,0.000175178,0.000175178
80,2483.73,1.04994,1.64964,1.50266,0.55431,0.42076,0.51723,0.3227,1.0958,1.639,1.70515,0.000167565,0.000167565,0.000167565
81,2513.89,1.06496,1.64844,1.5083,0.54397,0.45442,0.51662,0.32534,1.08989,1.58003,1.65996,0.000159952,0.000159952,0.000159952
82,2544.09,1.06302,1.63026,1.50715,0.61849,0.48457,0.56152,0.36679,1.105,1.46378,1.70579,0.000152339,0.000152339,0.000152339
83,2574.53,1.04901,1.6432,1.50252,0.51143,0.49123,0.50997,0.3361,1.1146,1.55494,1.77044,0.000144726,0.000144726,0.000144726
84,2605.32,1.05717,1.63351,1.51681,0.47789,0.45679,0.50687,0.33822,1.07573,1.61008,1.6956,0.000137113,0.000137113,0.000137113
85,2636.13,1.04258,1.59986,1.49877,0.56314,0.46558,0.53103,0.3451,1.10925,1.45244,1.76191,0.0001295,0.0001295,0.0001295
